dependent,dependency
FLT.fermatLastTheorem,FLTPrelim_ModularRep
FLT.fermatLastTheorem,FLTPrelim_CofixedLine
FLT.fermatLastTheorem,FLTPrelim_FreyPackage
FLT.fermatLastTheorem,FLTPrelim_Modularity
ShiOptrates_Stochastic_Recursion,ShiOptrates_Cost
ShiOptrates_Stochastic_Recursion,ShiOptrates_FunctionClass
ZengPryadko2019.tensorProductDistance_lowerBound,ZengPryadko2019
KerrBL.vacKerr_thth,KerrBL_Kerr_ClosedForms
Problem97.isCcwConvexPolygon_of_cut_sorted_arcAngle,Erdos9796Counting_Foundation
Problem97.isCcwConvexPolygon_of_cut_sorted_arcAngle,Erdos9796Counting_MEC_ArcAngle
Problem97.isCcwConvexPolygon_of_cut_sorted_arcAngle,Problem97.signedArea2_sign_eq_oangle_sign
Problem97.isCcwConvexPolygon_of_cut_sorted_arcAngle,Erdos9796Counting_ConvexCyclicOrder_Construct
Problem97.isCcwConvexPolygon_of_cut_sorted_arcAngle,Problem97.signedArea2_neg_of_cut_sorted
Problem97.isCcwConvexPolygon_of_cut_sorted_arcAngle,Erdos9796Counting_Adapter
Erdos180.proposedFamilyFree_minDegree_sixteenth_power_le,erdos180_core4
Erdos180.proposedFamilyFree_minDegree_sixteenth_power_le,Erdos180.proposedFamilyFree_minDegree_polynomial_le
mme_bridge_asymptoticRank,mme_tensor_bridge
MarkovMixing.distPairs_submultiplicative,mm_mixing
MarkovMixing.distPairs_submultiplicative,MarkovMixing.tv_coupling
MarkovChainCLT.clt_of_var_limit_of_summable_rho,MarkovChainCLT.uniformIntegrable_sq_partialSum_of_summable_rho
MarkovChainCLT.clt_of_var_limit_of_summable_rho,MixingCoefficients
MarkovChainCLT.clt_of_var_limit_of_summable_rho,MarkovChainCLT.alphaMixingCoef_le_quarter_mul_rhoMixingCoef
MarkovChainCLT.clt_of_var_limit_of_summable_rho,MarkovChainCLT.clt_iff_uniformlyIntegrable_of_alpha_mixing
MarkovChainCLT.clt_of_var_limit_of_summable_rho,MarkovChainCLT.summable_covariance_of_summable_rho
MarkovChainCLT.clt_of_var_limit_of_summable_rho,MarkovChainCLT.tendstoInDistribution_inv_sqrt_of_normalized
KServer.finite_game_characterization,KServer.exists_lazy_algorithm
KServer.finite_game_characterization,KServer_finite_game
ConvexOptimization.lagrangian_saddle_iff_strong_duality,ConvexOptimization_lagrangeDuality
Smooth1Properties_below,DeltaSpikeSupport
Smooth1Properties_below,MellinCalculus_defs
Smooth1Properties_below,Smooth1Properties_estimate
Smooth1Properties_below,MeasureTheory.integral_comp_div_I0i_haar
SymplecticFreeModules.canonical_invariant_submodule_dichotomy,frame_2026_symplectic_free_modules_interfaces
mme_block_subtensor,mme_block_tensor
syracuse_fixed_point_eq_one,syracuseStep
BanditAlgorithm.bandit_minimax_lower_bound,banditRegret
BanditAlgorithm.bandit_minimax_lower_bound,GaussianBandit
BanditAlgorithm.bandit_minimax_lower_bound,BanditAlgorithm.bandit_minimax_gaussian_pair_regret_sum_lower_bound
BunkbedAux.Pabc_add_Pab_c_eq_connProb,BunkbedPercolation
Freiman.middleRepair_path_choice,Freiman.middleRepair_frame_path_choice_normalized
Freiman.middleRepair_path_choice,Freiman.middleRepair_frame_normalized_regular
Freiman.middleRepair_path_choice,Freiman.middleRepair_frame_normalized_good
Freiman.middleRepair_path_choice,Freiman_middleRepair
Freiman.middleRepair_path_choice,Freiman.middleRepair_frame_normalized_idem
Freiman.middleRepair_path_choice,Freiman.middleRepair_frame_normalized_cover
Freiman.middleRepair_path_choice,Freiman.middleRepair_frame_realized_normalized
SipserGacsLautemann.amplified_verifier_implies_sigma_two,SipserGacsLautemann.large_set_translates_cover
SipserGacsLautemann.amplified_verifier_implies_sigma_two,sgl_lautemann_bridge
SipserGacsLautemann.amplified_verifier_implies_sigma_two,SipserGacsLautemann.amplified_verifier_implies_sigma_two_of_cover_lemmas
SipserGacsLautemann.amplified_verifier_implies_sigma_two,SipserGacsLautemann.small_set_translates_do_not_cover
SipserGacsLautemann.amplified_verifier_implies_sigma_two,sipser_gacs_lautemann
SipserGacsLautemann.amplified_verifier_implies_sigma_two,SipserGacsLautemann.cover_verifier_decides_in_polynomial_time
SipserGacsLautemann.amplified_verifier_implies_sigma_two,sgl_verifier_constructions
EulerMascheroni.Sondow.finite_cutoff_identity,eulerMascheroni_sondowCutoff
Problem97.three_le_card_of_convexIndep_noncoll,Erdos9796Counting_Foundation
Problem97.three_le_card_of_convexIndep_noncoll,Erdos9796Counting_Adapter
LinearOptimization.convex_hull_finite_is_polyhedron,LinearOptimization.polyhedron_linear_image
LinearOptimization.convex_hull_finite_is_polyhedron,Polyhedron
KerrBL.reg_eventually_Kerr,KerrBL_Kerr_Metric
HairerSPDE.charFun_tilt_of_joint_gaussian,HairerSPDE_CameronMartin
Problem97.Dumitrescu.capPairApexes_card_le_two,Erdos9796Counting_Dumitrescu_L6
Problem97.Dumitrescu.capPairApexes_card_le_two,Erdos9796Counting_Foundation
Problem97.Dumitrescu.capPairApexes_card_le_two,Problem97.Dumitrescu.perpBisector_apex_bound
Problem97.Dumitrescu.capPairApexes_card_le_two,Erdos9796Counting_Adapter
flt_odd_prime_gt_5,flt_wiles
RybinAI2026.P16.completeMUB6_to_projectiveToricDesign36,mub6_projective_toric_design
flt_wiles,flt_odd_prime_coprime_reduction
flt_wiles,flt_wiles_coprime
BanditAlgorithm.best_arm_identification_track_and_stop_upper_bound,BanditAlgorithm.chernoff_stopping_rule_sound
BanditAlgorithm.best_arm_identification_track_and_stop_upper_bound,BanditTrajectory
BanditAlgorithm.best_arm_identification_track_and_stop_upper_bound,BanditAlgorithm.chernoff_stopping_time_sample_complexity_of_settling
BanditAlgorithm.best_arm_identification_track_and_stop_upper_bound,BanditAlgorithm.exists_policy_optimal_allocation_with_integrable_settling_time
BanditAlgorithm.best_arm_identification_track_and_stop_upper_bound,GaussianBandit
ExcursionCoupling.ae_levelSet_subset_crossings,ExcursionCoupling.total_variation_eq_integral_indicatrix
ExcursionCoupling.ae_levelSet_subset_crossings,excursion_coupling
ExcursionCoupling.ae_levelSet_subset_crossings,ExcursionCoupling.crossing_count_measurable
BanditAlgorithm.asymptotic_ucb_selected_overshoot_count_bound,asymptoticUcbFailureCount
BanditAlgorithm.asymptotic_ucb_selected_overshoot_count_bound,BanditAlgorithm.bandit_adaptive_stopped_centered_sum_tail
BanditAlgorithm.asymptotic_ucb_selected_overshoot_count_bound,BanditAlgorithm.bandit_ucb_index_exponential_sum_bound_sharp
BanditAlgorithm.asymptotic_ucb_selected_overshoot_count_bound,BanditAlgorithm.bandit_ucb_index_count_bound
HarmonicBuilding.constantOnBallImpliesConstant,frame_2026_harmonic_building_interfaces
HarmonicBuilding.constantOnBallImpliesConstant,HarmonicBuilding.constantOnOpenImpliesConstant
BunkbedFalse.gadget_conn_all,BunkbedHypergraph
mm_mcmc,mm_basic
RybinAI2026.P01.crossIntegral_single_slot_normalized_sum_le_one,rybin2026_p01_cross_integral
RybinAI2026.P01.crossIntegral_single_slot_normalized_sum_le_one,rybin2026_p01_matrix_integral
MarkovChainCLT.clt_of_moment_of_alpha_pow_summable,MixingCoefficients
MarkovChainCLT.clt_of_moment_of_alpha_pow_summable,MarkovChainCLT.tendstoInDistribution_of_alpha_pow_summable
MarkovChainCLT.clt_of_moment_of_alpha_pow_summable,MarkovChainCLT.summable_covariance_of_alpha_pow_summable
mme_tensor_type_grading,mme_tensor
blockSensitivity_le_sensitivity_pow4,tal_block_sensitivity_bound
blockSensitivity_le_sensitivity_pow4,sensitivity_sq_ge_polyDegree
momentAngle_exists_full_neighborly_twoComplex_blocks,frame_2026_moment_angle_interfaces
momentAngle_exists_full_neighborly_twoComplex_blocks,momentAngle_exists_neighborly_twoComplex_subcomplex_blocks
momentAngle_exists_full_neighborly_twoComplex_blocks,simplicialFourSphere_full_subdivision_of_subcomplex
SmaleNinth.ram_to_bss_quadratic_nonneg,SmaleNinth_RealRAM
SmaleNinth.ram_to_bss_quadratic_nonneg,SmaleNinth_BSSMachine
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.asymptotic_ucb_schedule_reciprocal_sum_bound
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.bernoulliBandit_isSubgaussian_half
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.measurable_klucbIndex
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,klucbFeasibilityFailureCount
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.bernoulliRelativeEntropy_antitone_fst
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.bandit_adaptive_stopped_centered_sum_tail_half
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.bernoulli_relative_entropy_pinsker
BanditAlgorithm.klucb_feasibility_optimal_underestimation_count_bound,BanditAlgorithm.bandit_adaptive_stopped_bernoulli_kl_lower_tail
Problem97.card_ge_five_of_K4,Erdos9796Counting_Foundation
Problem97.card_ge_five_of_K4,Erdos9796Counting_Adapter
Congruent_Number_Tunnell_Even_Converse,Tunnell.even_count_implies_curve_point
Congruent_Number_Tunnell_Even_Converse,CongruentNumber.rational_triangle_iff_curve_point
Hirsch.common_face_diameter_of_subpresentation_excess_le_three,Hirsch.hpoly_diameter_le_excess_of_rows_le_dim_add_three
Hirsch.common_face_diameter_of_subpresentation_excess_le_three,Hirsch_model
Hirsch.common_face_diameter_of_subpresentation_excess_le_three,Hirsch.common_face_diamLE_of_coord_diamLE
Hirsch.common_face_diameter_of_subpresentation_excess_le_three,Hirsch_common_face_geometry
QuantumParallelRepetition.unconditionalActualFairSourceRoundingContext_cleanBound,quantum_parallel_repetition_game
QuantumParallelRepetition.unconditionalActualFairSourceRoundingContext_cleanBound,qpr_core_28
Erdos146.hammingRetentionMeasure_real_contains_pair,Erdos146.hammingRetentionMeasure_real_contains_finset
Erdos146.hammingRetentionMeasure_real_contains_pair,erdos146_core2
EulerMascheroni.Arithmetic.factorial_denominator_obstruction,EulerMascheroni.Arithmetic.pade_normalized_form_integral
EulerMascheroni.Arithmetic.factorial_denominator_obstruction,EulerMascheroni.Arithmetic.no_small_integral_pade_forms
EulerMascheroni.Arithmetic.factorial_denominator_obstruction,eulerMascheroni_factorialQuotient
ExcursionCoupling.coupling_eq_on_halfopen_column,ExcursionCoupling.coupling_eq_of_concentrated_on_paired_routes
ExcursionCoupling.coupling_eq_on_halfopen_column,excursion_coupling
OpenGA_MeasuredReferenceBall,OpenGA_GeodesicBall
FiniteReflectionPositivityMethodsI.fullVertexReflectionNoGo,FiniteReflectionPositivityMethodsI
EulerMascheroni.Mixed.kernel_coefficient_vanishes,eulerMascheroni_mixedCover
MTT.Cohomology.integration_map_exists,MTT.Cohomology.integration_cochain_integral_class
MTT.Cohomology.integration_map_exists,MTT.Cohomology.integration_cochain_hecke_equivariant
MTT.Cohomology.integration_map_exists,MTT_Cohomology
MTT.Cohomology.integration_map_exists,MTT.Cohomology.integration_linear_map_exists
Hirsch.larman_dimension_step,Hirsch.larman_layer_recursion
Hirsch.larman_dimension_step,Hirsch_model
Hirsch.larman_dimension_step,Hirsch.larman_layer_step
Hirsch.larman_dimension_step,Hirsch.vertex_tight_rows_span
Hirsch.larman_dimension_step,Hirsch.diamLE_of_nonzero_rows
Leopoldt.exists_semilocalHom,LeopoldtDefect
FiniteMagmaE677.backward_recurrence,FiniteMagmaE677
ConvexOptimization_selfConcordance,ConvexOptimization_IsBacktrackingStep
ExcursionCoupling.monotone_plan_concentrated_on_paired_routes,ExcursionCoupling.monotone_plan_diagonal_null
ExcursionCoupling.monotone_plan_concentrated_on_paired_routes,ExcursionCoupling.atom_pairs_null
ExcursionCoupling.monotone_plan_concentrated_on_paired_routes,ExcursionCoupling.mem_pairedRoutes_of_mem_monotone_set
ExcursionCoupling.monotone_plan_concentrated_on_paired_routes,excursion_coupling
ExcursionCoupling.monotone_plan_concentrated_on_paired_routes,ExcursionCoupling.pairedRoutes_projections_carry_marginals
QuantumParallelRepetition.Strategy.outcomeProbability_nonneg,quantum_parallel_repetition_game
QuantumParallelRepetition.Strategy.outcomeProbability_nonneg,QuantumParallelRepetition.Strategy.jointMeasurementOperator_positive
QuantumParallelRepetition.Strategy.outcomeProbability_nonneg,QuantumParallelRepetition.trace_mul_posSemidef_nonneg
TaoFivePrimes_ArcSplit,TaoFivePrimes_FourierRepresentation
CollatzMission.syracuse_odd_conjecture,syracuseStep
TarchaBraids_HalfTwist,BraidsLinksMCG_ConfigSpace
TarchaBraids_HalfTwist,BraidsLinksMCG_ArtinEndo
buying_to_bundle_asymptotic_surrogate_optimality,buying_to_bundle_market
buying_to_bundle_asymptotic_surrogate_optimality,buying_to_bundle_intermediate_surrogate_dispersion_gap_bound
buying_to_bundle_asymptotic_surrogate_optimality,buying_to_bundle_profit_intermediate_surrogate_gap_bound
PrimalDual.buchbinder_naor_unrelated_machines_exact,PrimalDual.buchbinder_naor_feasible_dual_prevents_failure
PrimalDual.buchbinder_naor_unrelated_machines_exact,pd_unrelated_machines
PrimalDual.buchbinder_naor_unrelated_machines_exact,PrimalDual.buchbinder_naor_machine_load_bound
mme_basis_projected_family_restrict,mme_complete_split_profile_projection
mme_basis_projected_family_restrict,mme_tensor_family_direct_sum_restrict_of_mixed_maps
mme_basis_projected_family_restrict,mme_TypeGrading_kron
LeanEval.Geometry.WhitneyEmbeddingProblem.whitney_embedding,WhitneyEmbedding.finite_immersion_and_proper_function_of_noncompact
LeanEval.Geometry.WhitneyEmbeddingProblem.whitney_embedding,WhitneyEmbedding.compact_weak_embedding
LeanEval.Geometry.WhitneyEmbeddingProblem.whitney_embedding,WhitneyEmbedding.weak_embedding_of_finite_immersion_and_proper_function
LeanEval.Geometry.WhitneyEmbeddingProblem.whitney_embedding,WhitneyEmbedding.strong_embedding_from_closed_weak_embedding
Erdos1947.mono_pair_count_le,erdos1947
simplicialFourSphere_full_subdivision_of_subcomplex,frame_2026_moment_angle_interfaces
simplicialFourSphere_full_subdivision_of_subcomplex,geometricRealization_homeomorph_of_stellarSubdivision
OddPerfectNumber.no_euler_equation_special_exponent_ge_nine,OddPerfectNumber.no_euler_ge_nine_eq_nine
OddPerfectNumber.no_euler_equation_special_exponent_ge_nine,OddPerfectNumber.no_euler_ge_nine_ge_thirteen
AGT.brouwer_fixed_point_unitBall,AGT.no_retraction_unitBall
MarkovMixing.cheeger_inequality,MarkovMixing.cheeger_upper
MarkovMixing.cheeger_inequality,MarkovMixing.bottleneck_coarea
MarkovMixing.cheeger_inequality,MarkovMixing.spectral_representation
MarkovMixing.cheeger_inequality,mm_spectral
MarkovMixing.cheeger_inequality,MarkovMixing.eigenvalue_basic
Freiman.middle_initial_endpoint_edges,Freiman_middleRoots
BanditAlgorithm.bretagnolle_huber_inequality,BanditAlgorithm.le_cam_inequality
GameSetMatch.majorityAdv_sq_le,GameSetMatchInternal
BertsekasDP.ssp_policy_iteration,BertsekasSSPModel
bernoulli_strict_dual_certificate_from_least_squares_certificate_bounds,matrix_completion_tangent
bernoulli_strict_dual_certificate_from_least_squares_certificate_bounds,bernoulli_event_probability_mono
bernoulli_strict_dual_certificate_from_least_squares_certificate_bounds,bernoulli_event_intersection_probability_from_lower_bounds
bernoulli_strict_dual_certificate_from_least_squares_certificate_bounds,least_squares_certificate_with_normal_bound_is_strict_dual_certificate
PrimalDualOnline.LP.approx_complementary_slackness,PrimalDualOnline_FiniteLP
BanditAlgorithm.chernoff_stopping_time_le_integrable_plus_linear_of_settling_time,TrackAndStop
BanditAlgorithm.chernoff_stopping_time_le_integrable_plus_linear_of_settling_time,GaussianBandit
HarmonicBuilding.circleChordLaw,frame_2026_harmonic_building_conical
MTT.ordinary_centered_disk_bound,MTT_Measures
MarkovChainCLT.uniformlyErgodic_phiMixing_exp,MixingCoefficients
MarkovChainCLT.uniformlyErgodic_phiMixing_exp,MarkovChainPathMeasure
MarkovChainCLT.uniformlyErgodic_phiMixing_exp,MarkovErgodicity
MarkovChainCLT.uniformlyErgodic_phiMixing_exp,MarkovChainCLT.phiMixingCoef_le_of_tvDist_le
PrimalDualOnline.SkiRental.alg_primal_feasible,PrimalDualOnline_SkiRentalAlg
PrimalDualOnline.SkiRental.alg_primal_feasible,PrimalDualOnline_SkiRentalLP
Erdos180.quadrangle_uniform_lower_of_prime_power_avoidance,erdos180_core4
Erdos180.quadrangle_uniform_lower_of_prime_power_avoidance,Erdos180.symplecticPoint_card
Erdos180.quadrangle_uniform_lower_of_prime_power_avoidance,Erdos180.symplecticIncidence_card_by_points
Freiman.gap_lower_table,Freiman_gapCertificateData
Freiman.gap_lower_table,Freiman.gap_lower_binding
Freiman.gap_lower_table,Freiman.gap_certificate_soundness
Freiman.gap_lower_table,Freiman.gap_lower_checks
Freiman.gap_lower_table,Freiman.gap_capped_digits
Freiman.gap_lower_table,Freiman.gap_lower_application
Freiman.gap_lower_table,Freiman.gap_lower_coverage
MSKleene.iter_absorb,MSKleene_Iteration
MSKleene.iter_absorb,MSKleene.subst_family
Freiman.lower_model_realization,Freiman.separated_peaks
Freiman.lower_model_realization,Freiman.lower_model_structure
Freiman.lower_model_realization,Freiman.lower_central_dominance
Freiman.lower_model_realization,Freiman.background_constant_order
Freiman.lower_model_realization,Freiman_lowerCertificates
FiniteGreenVariationalEnergyV1.vortexEnergyDecomposition,FiniteGreenVariationalEnergyV1
FiniteGreenVariationalEnergyV1.vortexEnergyDecomposition,FiniteGreenVariationalEnergyV1.pythagoras
FiniteGreenVariationalEnergyV1.vortexEnergyDecomposition,FiniteGreenVariationalEnergyV1.canonicalGreenNorm
mme_tensor_bridge,mme_permutation
mme_tensor_bridge,mme_mmobj_mul
mme_tensor_bridge,mme_omega_pos
mme_tensor_bridge,mme_mm_spectral
mme_tensor_bridge,mme_omega_normalize
mme_tensor_bridge,mme_tensor_quotient
mme_tensor_bridge,mme_rank_bridge
Kawahira.nu_indifferent_zero_order_re,Kawahira.norm_one_sub_inv
Kawahira.nu_indifferent_zero_order_re,Kawahira.nu_at_zero_of_order
Kawahira.nu_indifferent_zero_order_re,Kawahira_zeta
Freiman.form_orbit_localValue,Freiman.form_orbit_forward_tail
Freiman.form_orbit_localValue,Freiman.form_orbit_backward_tail
Freiman.form_orbit_localValue,Freiman_reducedForms
Erdos9796Mission.linear_bound_of_problem97,Erdos9796Mission
EulerMascheroni.gamma_irrational_of_transcendental,eulerMascheroni_gompertz
GaussianBandit,StochasticBandit
WeightedRootIntegralIdentity.weighted_geometric_mean_cauchy_boundary_integral,WeightedRootIntegralIdentity.weighted_root_cpow_zero_boundary
WeightedRootIntegralIdentity.weighted_geometric_mean_cauchy_boundary_integral,WeightedRootIntegralIdentity.weighted_root_reciprocal_deriv_at_zero
WeightedRootIntegralIdentity.weighted_geometric_mean_cauchy_boundary_integral,WeightedRootIntegralIdentity.weighted_root_keyhole_contour_identity
sgl_verdict_write,sgl_split_walk
Hirsch.common_face_diamLE_of_coord_diamLE,Hirsch_common_face_geometry
CappedBaseStock_BaseStockAnalysis,CappedBaseStock_Model
SymplecticFreeModules.jordanHolder_for_lieRepresentations,frame_2026_symplectic_free_modules_interfaces
MarkovMixing.hypercube_cutoff,mm_cutoff
MarkovMixing.hypercube_cutoff,MarkovMixing.hypercube_lower_bound
MarkovMixing.hypercube_cutoff,MarkovMixing.tv_eq_half_l1
BFFPyramidal.herzog_schonheim_pyramidal,BFFPyramidal.multiplicity_bound
BFFPyramidal.herzog_schonheim_pyramidal,BFFPyramidal.two_le_multiplicity_bound_arith
BFFPyramidal.herzog_schonheim_pyramidal,BFFPyramidal_cosetPartition
BFFPyramidal.herzog_schonheim_pyramidal,BFFPyramidal_pyramidal
Vino.vmSum_zero_len,Vino_primes
CappedBaseStock.base_stock_average_loss_scan,CappedBaseStock_BaseStockAnalysis
Hirsch.common_face_diameter_of_zero_one_coords,Hirsch.zero_one_polytope_diameter_le_dimension
Hirsch.common_face_diameter_of_zero_one_coords,Hirsch.common_face_diamLE_of_coord_diamLE
Hirsch.common_face_diameter_of_zero_one_coords,Hirsch_common_face_geometry
FiniteGreenVariationalEnergyV1.zeroVorticityControl,FiniteGreenVariationalEnergyV1
BanditAlgorithm.exp4_expected_potential_bound,ContextualAdversarialBandit
BanditAlgorithm.exp4_expected_potential_bound,exp4Analysis
RybinAI2026.P01.distance_pos_smul,rybin2026_p01_matrix_integral
WeightedRootIntegralIdentity.weighted_root_integral_identity,WeightedRootIntegralIdentity.weighted_geometric_mean_integral_identity
Chou.fg_of_isFinitelyPresented_quotient,Chou_Growth
OpenGA.integral_areaDensity_le_energyDensity,OpenGA_AreaEnergyDensities
BookSixth.spectral,BookSixth
WangSun.affineMax_isHH,CPWL
Vino_primes,CircleMethod_char
erdos180_core3,erdos180_core2
BertsekasDP.admissible_cost_integrand_intervalIntegrable,BertsekasCTModel
MSKleene.free_universal,MSKleene_Term
GYGraphTheory.prop_3_7_1,GYGraphTheory
GYGraphTheory.prop_3_7_1,GYGraphTheory.pruferEncode_list_eq_terminal_acc
GYGraphTheory.prop_3_7_1,GYGraphTheory.pruferPeel_terminal_degree_count
BanditAlgorithm.gaussian_ts_optimal_exact_rank_reciprocal_tail_sum_bound,BanditAlgorithm.gaussian_exact_rank_reciprocal_tail_expectation_bound
BanditAlgorithm.gaussian_ts_optimal_exact_rank_reciprocal_tail_sum_bound,ThompsonSampling
BanditAlgorithm.gaussian_ts_optimal_exact_rank_reciprocal_tail_sum_bound,GaussianBandit
Erdos180.extremalScale_nonneg,erdos180_core4
MarkovChainCLT.stationary_clt_of_asymptoticVariance_nonpos,MixingCoefficients
MarkovChainCLT.stationary_clt_of_asymptoticVariance_nonpos,MarkovChainCLT.isStrictlyStationary_comp_of_measurable
MarkovChainCLT.stationary_clt_of_asymptoticVariance_nonpos,MarkovChainCLT.map_coord_chainMeasure
MarkovChainCLT.stationary_clt_of_asymptoticVariance_nonpos,MarkovChainPathMeasure
MarkovChainCLT.stationary_clt_of_asymptoticVariance_nonpos,MarkovChainCLT.isStrictlyStationary_chainMeasure
MarkovChainCLT.stationary_clt_of_asymptoticVariance_nonpos,MarkovErgodicity
MTT.birch_mellin_formula,MTT_Measures
Vino.intCast_sub_val_dvd,Vino_ramanujan
BFFPyramidal.lemma_IV,BFFPyramidal_pyramidal
BFFPyramidal.lemma_IV,BFFPyramidal_arithmetic
QuantumParallelRepetition.unconditionalActualFairSourceRoundingContext_clippingBound,quantum_parallel_repetition_game
QuantumParallelRepetition.unconditionalActualFairSourceRoundingContext_clippingBound,QuantumParallelRepetition.unconditionalActualC485NormalizedDiagonalWork_mass_sum_le_one
QuantumParallelRepetition.unconditionalActualFairSourceRoundingContext_clippingBound,qpr_core_28
QuantumParallelRepetition.unconditionalActualFairSourceRoundingContext_clippingBound,QuantumParallelRepetition.unconditionalExactFairStoppedPhaseHarmonicClippedUnit_le
SmoothedChebyshevPull1_aux_integrable,MediumPNT_defs
SmoothedChebyshevPull1_aux_integrable,EulerMaclaurin_defs
SmoothedChebyshevPull1_aux_integrable,dlog_riemannZeta_bdd_on_vertical_lines_generalized
SmoothedChebyshevPull1_aux_integrable,realDiff_of_complexDiff
SmoothedChebyshevPull1_aux_integrable,SmoothedChebyshevDirichlet_aux_integrable
SmoothedChebyshevPull1_aux_integrable,Fourier_defs
SmoothedChebyshevPull1_aux_integrable,differentiableAt_deriv_riemannZeta
HarmonicBuilding.constantOnCircleImpliesConstantOnBallOfMinimizing,HarmonicBuilding.constant_of_ksEnergy_eq_zero
HarmonicBuilding.constantOnCircleImpliesConstantOnBallOfMinimizing,HarmonicBuilding.ksEnergy_const
HarmonicBuilding.constantOnCircleImpliesConstantOnBallOfMinimizing,frame_2026_harmonic_building_interfaces
HarmonicBuilding.constantOnCircleImpliesConstantOnBallOfMinimizing,HarmonicBuilding.sameKSTraceOnCircle_const_of_continuousOn
HarmonicBuilding.constantOnCircleImpliesConstantOnBallOfMinimizing,HarmonicBuilding.continuousOn_coordinateMapAt
HairerSPDE.exists_fullMeasure_submodule_notMem,HairerSPDE_CameronMartin
BunkbedFalse.simulation,BunkbedSubstituted
OPG500Counterexample.core_link_rank_gap,opg500_weighted_cycle_models
ClockRoPE.periodic_posdef_fourier_coeffs_pmf_v2,ClockRoPE.fejer_cesaro_mean_periodic_at_zero
ClockRoPE.periodic_posdef_fourier_coeffs_pmf_v2,PositiveDefiniteKernel
ClockRoPE.periodic_posdef_fourier_coeffs_pmf_v2,ClockRoPE.posDef_continuous_extension
LeanEval.Geometry.SpaceGroupsProblem.space_groups,LeanEval.Geometry.SpaceGroupsProblem.space_groups_affine_classification
LeanEval.Geometry.SpaceGroupsProblem.space_groups,LeanEval_SpaceGroups_Definitions
LeanEval.Geometry.SpaceGroupsProblem.space_groups,LeanEval.Geometry.SpaceGroupsProblem.space_groups_sohncke_classification
LeanEval.Geometry.SpaceGroupsProblem.space_groups,LeanEval.Geometry.SpaceGroupsProblem.space_groups_OP_classification
Hirsch.tight_row_interval,Hirsch.gdist_reach
Hirsch.tight_row_interval,Hirsch_model
Hirsch.tight_row_interval,Hirsch.face_connected
Hirsch.tight_row_interval,Hirsch_walk
EuclideanBuildingDirections.exists_directionAssignment,euclidean_building_directions
Hirsch.nonzero_supporting_row_of_distinct_extremes,Hirsch_model
Hirsch.nonzero_supporting_row_of_distinct_extremes,Hirsch.vertex_tight_rows_span
LogDerivZetaHoloOn,Rectangle_defs
LogDerivZetaHoloOn,ZetaBounds_defs
LogDerivZetaHoloOn,EulerMaclaurin_defs
LogDerivZetaHoloOn,Fourier_defs
LogDerivZetaHoloOn,differentiableAt_deriv_riemannZeta
LogDerivZetaHoloOn,ResidueCalcOnRectangles_defs
Chou.fg_of_isFinitelyPresented_quotient_of_not_hasFreeSubsemigroupOfRankTwo,Chou_Growth
Hairer.reconstruction_operator,Hairer.reconstruction_existence_pointwise_pos
Hairer.reconstruction_operator,Hairer_Model
Hairer.reconstruction_operator,Hairer.reconstruction_existence_pointwise_nonpos
FiniteMagmaE677.two_left_orbit_complement_elements_escape_gives_fixer,FiniteMagmaE677
qpr_core_17,QuantumParallelRepetition.exactAliceQuestionPurificationMatrix_gram
qpr_core_17,quantum_parallel_repetition_game
qpr_core_17,qpr_core_16
qpr_core_17,QuantumParallelRepetition.exactAliceQuestionFilter_posSemidef
qpr_core_17,QuantumParallelRepetition.exactAliceCoordinateFilter_sum
qpr_core_17,QuantumParallelRepetition.exactAliceCoordinateFilter_posSemidef
qpr_core_17,QuantumParallelRepetition.exactBobCoordinateFilter_posSemidef
qpr_core_17,QuantumParallelRepetition.exactBobQuestionFilter_posSemidef
qpr_core_17,QuantumParallelRepetition.exactBobQuestionPurificationMatrix_gram
qpr_core_17,QuantumParallelRepetition.exactBobCoordinateFilter_sum
qpr_core_17,QuantumParallelRepetition.fullHistoryRemaining_insert_conditioned
Hairer.reconstruction_operator_nonpos,Hairer_Model
sgl_poly_bounds,sipser_gacs_lautemann
mme_omega_lt,mme_omega
mme_omega_lt,mme_omega_lt_CW
mme_omega_lt,mme_omega_strassen_lt
mme_omega_lt,mme_omega_eq_strassen
MTT_Measures,MTT_Arithmetic
Erdos180.symplecticAutomorphism_disjoint_iff,erdos180_core4
mme_more_asymmetry_fourth_fixed_tau_value_surplus,mme_six_symmetrized_tau_value
mme_more_asymmetry_fourth_fixed_tau_value_surplus,mme_stothers_fourth_data
mme_more_asymmetry_fourth_fixed_tau_value_surplus,mme_HasTauValueAtLeast_of_cofinal_finite_extractions
mme_more_asymmetry_fourth_fixed_tau_value_surplus,mme_more_asymmetry_fixed_tau_cofinal_six_extraction_real_tau
